Origin,Dest,Route,Total_Flights,Avg_Delay,Avg_Distance
LAS,STL,LASto(->)STL,47,24.19148936170213,1372.0
MAF,AUS,MAFto(->)AUS,11,24.181818181818183,294.0
TUS,SAN,TUSto(->)SAN,29,24.17241379310345,367.0
MCO,BNA,MCOto(->)BNA,36,24.166666666666668,616.0
HOU,DEN,HOUto(->)DEN,31,24.161290322580644,883.0
BWI,DEN,BWIto(->)DEN,69,24.159420289855074,1491.0
FLL,ISP,FLLto(->)ISP,27,24.14814814814815,1093.0
LAS,MHT,LASto(->)MHT,15,24.133333333333333,2356.0
STL,DTW,STLto(->)DTW,22,24.0,440.0
AUS,DAL,AUSto(->)DAL,84,23.976190476190474,189.0
TPA,MDW,TPAto(->)MDW,52,23.942307692307693,997.0
MCI,COS,MCIto(->)COS,16,23.9375,538.0
DAL,ELP,DALto(->)ELP,55,23.90909090909091,562.0
SMF,PHX,SMFto(->)PHX,110,23.9,647.0
LAS,MCO,LASto(->)MCO,42,23.88095238095238,2039.0
PHX,ATL,PHXto(->)ATL,31,23.870967741935484,1587.0
DAL,MCI,DALto(->)MCI,59,23.847457627118644,461.0
MCO,PHL,MCOto(->)PHL,126,23.841269841269842,861.0
MSP,PHX,MSPto(->)PHX,22,23.772727272727273,1276.0
TUS,MCI,TUSto(->)MCI,13,23.76923076923077,1036.0
ATL,XNA,ATLto(->)XNA,12,23.75,589.0
STL,FLL,STLto(->)FLL,11,23.727272727272727,1056.0
RNO,PDX,RNOto(->)PDX,44,23.681818181818183,444.0
GEG,PDX,GEGto(->)PDX,31,23.677419354838708,279.0
CHS,CLT,CHSto(->)CLT,21,23.666666666666668,168.0
DEN,CPR,DENto(->)CPR,27,23.666666666666668,230.0
LAS,DCA,LASto(->)DCA,12,23.666666666666668,2089.0
CLT,ROC,CLTto(->)ROC,11,23.636363636363637,573.0
MCI,PHX,MCIto(->)PHX,54,23.62962962962963,1044.0
CLT,BDL,CLTto(->)BDL,54,23.61111111111111,644.0
CLT,DEN,CLTto(->)DEN,55,23.581818181818182,1337.0
MDW,SEA,MDWto(->)SEA,38,23.57894736842105,1733.0
DAL,AUS,DALto(->)AUS,101,23.544554455445546,189.0
RSW,CLT,RSWto(->)CLT,34,23.5,600.0
MCO,DCA,MCOto(->)DCA,28,23.5,759.0
PHX,AUS,PHXto(->)AUS,70,23.47142857142857,872.0
IAH,MSP,IAHto(->)MSP,36,23.38888888888889,1034.0
SDF,LAS,SDFto(->)LAS,13,23.384615384615383,1624.0
OAK,GEG,OAKto(->)GEG,24,23.375,723.0
BWI,RDU,BWIto(->)RDU,56,23.375,255.0
ELP,LAX,ELPto(->)LAX,25,23.36,714.0
PHX,DTW,PHXto(->)DTW,37,23.35135135135135,1671.0
CMH,MCO,CMHto(->)MCO,23,23.347826086956523,802.0
LGA,TYS,LGAto(->)TYS,18,23.333333333333332,647.0
DCA,FLL,DCAto(->)FLL,27,23.333333333333332,899.0
JAX,RDU,JAXto(->)RDU,18,23.27777777777778,408.0
HOU,MDW,HOUto(->)MDW,66,23.272727272727273,937.0
PHX,ABQ,PHXto(->)ABQ,136,23.235294117647058,328.0
SEA,OAK,SEAto(->)OAK,82,23.21951219512195,671.0
RIC,CVG,RICto(->)CVG,23,23.217391304347824,413.0
CLE,STL,CLEto(->)STL,15,23.2,487.0
CLT,LAX,CLTto(->)LAX,53,23.18867924528302,2125.0
STL,SDF,STLto(->)SDF,30,23.166666666666668,254.0
IAH,STL,IAHto(->)STL,25,23.16,668.0
PDX,MFR,PDXto(->)MFR,23,23.130434782608695,222.0
CVG,COS,CVGto(->)COS,10,23.1,1078.0
MIA,CLT,MIAto(->)CLT,64,23.09375,650.0
MCI,TPA,MCIto(->)TPA,14,23.071428571428573,1048.0
ELP,SAT,ELPto(->)SAT,30,23.033333333333335,496.0
CVG,SAV,CVGto(->)SAV,14,23.0,515.0
MCO,PIT,MCOto(->)PIT,34,23.0,834.0
AUS,MSY,AUSto(->)MSY,10,23.0,445.0
BNA,HOU,BNAto(->)HOU,41,22.951219512195124,670.0
MCI,OAK,MCIto(->)OAK,17,22.941176470588236,1489.0
BNA,MCI,BNAto(->)MCI,14,22.928571428571427,491.0
PHL,BDL,PHLto(->)BDL,13,22.923076923076923,196.0
TPA,MCI,TPAto(->)MCI,19,22.894736842105264,1048.0
MDW,SMF,MDWto(->)SMF,28,22.892857142857142,1790.0
SJC,SEA,SJCto(->)SEA,45,22.88888888888889,697.0
PHL,PBI,PHLto(->)PBI,45,22.822222222222223,951.0
IAH,BHM,IAHto(->)BHM,46,22.804347826086957,562.0
PHL,SYR,PHLto(->)SYR,10,22.8,228.0
LAS,HOU,LASto(->)HOU,49,22.79591836734694,1235.0
BWI,LAS,BWIto(->)LAS,46,22.782608695652176,2106.0
BNA,LAX,BNAto(->)LAX,22,22.772727272727273,1797.0
CVG,PWM,CVGto(->)PWM,13,22.76923076923077,810.0
PHX,BHM,PHXto(->)BHM,13,22.76923076923077,1455.0
LIT,BWI,LITto(->)BWI,17,22.764705882352942,912.0
LGA,SAV,LGAto(->)SAV,24,22.75,722.0
BWI,SDF,BWIto(->)SDF,32,22.75,495.0
IAH,RDU,IAHto(->)RDU,19,22.736842105263158,1043.0
SEA,CLT,SEAto(->)CLT,11,22.727272727272727,2279.0
PDX,MDW,PDXto(->)MDW,22,22.727272727272727,1751.0
JFK,BDL,JFKto(->)BDL,11,22.727272727272727,106.0
PHL,DEN,PHLto(->)DEN,63,22.6984126984127,1557.0
TPA,BDL,TPAto(->)BDL,16,22.6875,1111.0
PHL,MCO,PHLto(->)MCO,129,22.674418604651162,861.0
SAV,IAH,SAVto(->)IAH,17,22.647058823529413,851.0
AUS,MCI,AUSto(->)MCI,14,22.642857142857142,650.0
OAK,MDW,OAKto(->)MDW,49,22.612244897959183,1844.0
LAS,CMH,LASto(->)CMH,54,22.59259259259259,1772.0
MSY,MCO,MSYto(->)MCO,37,22.56756756756757,550.0
PHX,RNO,PHXto(->)RNO,78,22.564102564102566,601.0
PHX,SJC,PHXto(->)SJC,97,22.536082474226806,621.0
PHX,GEG,PHXto(->)GEG,23,22.52173913043478,1020.0
BWI,JAX,BWIto(->)JAX,21,22.476190476190474,663.0
CLT,BUF,CLTto(->)BUF,43,22.46511627906977,546.0
HOU,JAX,HOUto(->)JAX,13,22.384615384615383,816.0
TUL,MCI,TULto(->)MCI,19,22.36842105263158,223.0
HNL,ITO,HNLto(->)ITO,11,22.363636363636363,216.0
DEN,HOU,DENto(->)HOU,21,22.333333333333332,883.0
IAH,CVG,IAHto(->)CVG,59,22.322033898305083,871.0
STL,CVG,STLto(->)CVG,25,22.32,307.0
TPA,MHT,TPAto(->)MHT,19,22.31578947368421,1204.0
MSY,PHL,MSYto(->)PHL,20,22.25,1088.0
ONT,ABQ,ONTto(->)ABQ,12,22.166666666666668,631.0
XNA,ATL,XNAto(->)ATL,12,22.166666666666668,589.0
BOI,OAK,BOIto(->)OAK,12,22.166666666666668,511.0
HOU,JAN,HOUto(->)JAN,45,22.133333333333333,359.0
ONT,OMA,ONTto(->)OMA,30,22.133333333333333,1286.0
BWI,CMH,BWIto(->)CMH,28,22.107142857142858,336.0
BWI,ALB,BWIto(->)ALB,46,22.065217391304348,288.0
CVG,ATW,CVGto(->)ATW,17,22.058823529411764,411.0
MDW,FLL,MDWto(->)FLL,65,22.03076923076923,1166.0
ALB,LAS,ALBto(->)LAS,10,22.0,2237.0
CVG,CLE,CVGto(->)CLE,22,22.0,221.0
CMH,BWI,CMHto(->)BWI,26,21.96153846153846,336.0
KOA,LAX,KOAto(->)LAX,14,21.928571428571427,2504.0
SEA,PHX,SEAto(->)PHX,56,21.857142857142858,1107.0
SEA,SJC,SEAto(->)SJC,29,21.82758620689655,697.0
CLT,PBI,CLTto(->)PBI,61,21.80327868852459,590.0
CLE,LAS,CLEto(->)LAS,10,21.8,1825.0
CLE,GSP,CLEto(->)GSP,14,21.785714285714285,450.0
PHX,BNA,PHXto(->)BNA,49,21.755102040816325,1448.0
JFK,CLE,JFKto(->)CLE,18,21.72222222222222,425.0
BNA,PHX,BNAto(->)PHX,28,21.714285714285715,1448.0
RDU,MCO,RDUto(->)MCO,20,21.7,534.0
BWI,ORF,BWIto(->)ORF,53,21.69811320754717,159.0
IAD,SJU,IADto(->)SJU,13,21.692307692307693,1571.0
SMF,SNA,SMFto(->)SNA,54,21.666666666666668,404.0
HOU,BNA,HOUto(->)BNA,48,21.645833333333332,670.0
CLE,DFW,CLEto(->)DFW,11,21.636363636363637,1021.0
BDL,DCA,BDLto(->)DCA,10,21.6,313.0
PHX,COS,PHXto(->)COS,27,21.59259259259259,551.0
LAX,MDW,LAXto(->)MDW,59,21.52542372881356,1750.0
TPA,CLT,TPAto(->)CLT,55,21.509090909090908,508.0
FLL,MCO,FLLto(->)MCO,56,21.5,178.0
DAL,LIT,DALto(->)LIT,68,21.485294117647058,296.0
BWI,MCO,BWIto(->)MCO,71,21.47887323943662,787.0
STL,CMH,STLto(->)CMH,19,21.42105263157895,410.0
PHL,LAS,PHLto(->)LAS,93,21.397849462365592,2176.0
AUS,LAS,AUSto(->)LAS,26,21.384615384615383,1090.0
DEN,IND,DENto(->)IND,11,21.363636363636363,977.0
JAX,CVG,JAXto(->)CVG,14,21.357142857142858,614.0
PHX,MCI,PHXto(->)MCI,68,21.352941176470587,1044.0
BWI,BNA,BWIto(->)BNA,70,21.314285714285713,588.0
EWR,PHX,EWRto(->)PHX,24,21.291666666666668,2133.0
HOU,STL,HOUto(->)STL,28,21.285714285714285,687.0
TLH,IAH,TLHto(->)IAH,12,21.25,658.0
LAS,BHM,LASto(->)BHM,10,21.2,1618.0
PHX,CLT,PHXto(->)CLT,83,21.19277108433735,1774.0
RDU,TPA,RDUto(->)TPA,26,21.192307692307693,587.0
TPA,ALB,TPAto(->)ALB,12,21.166666666666668,1130.0
PHX,PIT,PHXto(->)PIT,30,21.166666666666668,1813.0
PIT,LAX,PITto(->)LAX,13,21.153846153846153,2136.0
DAL,TUL,DALto(->)TUL,66,21.151515151515152,237.0
PIT,LAS,PITto(->)LAS,23,21.130434782608695,1910.0
PHX,HNL,PHXto(->)HNL,18,21.11111111111111,2917.0
OKC,PHX,OKCto(->)PHX,31,21.06451612903226,833.0
SJC,MDW,SJCto(->)MDW,20,21.05,1838.0
BNA,TPA,BNAto(->)TPA,44,21.022727272727273,612.0
AUS,SAN,AUSto(->)SAN,20,21.0,1164.0
CVG,IAD,CVGto(->)IAD,15,21.0,388.0
HOU,LAX,HOUto(->)LAX,44,21.0,1390.0
ALB,CVG,ALBto(->)CVG,14,21.0,623.0
AUS,ELP,AUSto(->)ELP,22,20.90909090909091,528.0
JFK,ROC,JFKto(->)ROC,11,20.90909090909091,264.0
JFK,RDU,JFKto(->)RDU,11,20.90909090909091,426.0
ELP,DEN,ELPto(->)DEN,15,20.866666666666667,563.0
RDU,BWI,RDUto(->)BWI,36,20.86111111111111,255.0
BWI,STL,BWIto(->)STL,50,20.82,737.0
SAN,RNO,SANto(->)RNO,35,20.771428571428572,488.0
BWI,IND,BWIto(->)IND,20,20.75,515.0
BUF,TPA,BUFto(->)TPA,27,20.703703703703702,1054.0
DTW,BWI,DTWto(->)BWI,16,20.6875,408.0
DAL,ABQ,DALto(->)ABQ,77,20.649350649350648,580.0
SJU,CLT,SJUto(->)CLT,31,20.64516129032258,1474.0
DCA,TPA,DCAto(->)TPA,31,20.612903225806452,814.0
SAT,PHX,SATto(->)PHX,23,20.608695652173914,843.0
AUS,OKC,AUSto(->)OKC,15,20.6,358.0
OGG,HNL,OGGto(->)HNL,25,20.6,100.0
BWI,LIT,BWIto(->)LIT,11,20.545454545454547,912.0
MSY,FLL,MSYto(->)FLL,13,20.53846153846154,673.0
MCO,ORF,MCOto(->)ORF,15,20.533333333333335,655.0
PHX,DSM,PHXto(->)DSM,10,20.5,1149.0
PHX,SMF,PHXto(->)SMF,105,20.495238095238093,647.0
FLL,PHL,FLLto(->)PHL,77,20.467532467532468,992.0
MCI,MSN,MCIto(->)MSN,11,20.454545454545453,386.0
STL,OMA,STLto(->)OMA,29,20.448275862068964,342.0
BWI,FLL,BWIto(->)FLL,41,20.4390243902439,925.0
PHX,SEA,PHXto(->)SEA,83,20.40963855421687,1107.0
GEG,LAS,GEGto(->)LAS,25,20.4,806.0
LAS,GEG,LASto(->)GEG,26,20.384615384615383,806.0
PHL,CMH,PHLto(->)CMH,14,20.357142857142858,405.0
CLT,SAN,CLTto(->)SAN,17,20.352941176470587,2077.0
JAX,CLT,JAXto(->)CLT,30,20.333333333333332,329.0
MCO,BWI,MCOto(->)BWI,69,20.27536231884058,787.0
PHX,BUF,PHXto(->)BUF,11,20.272727272727273,1912.0
AUS,MAF,AUSto(->)MAF,16,20.25,294.0
DTW,BNA,DTWto(->)BNA,21,20.238095238095237,457.0
PHX,MRY,PHXto(->)MRY,13,20.23076923076923,598.0
OAK,ABQ,OAKto(->)ABQ,27,20.22222222222222,889.0
ABQ,TUS,ABQto(->)TUS,20,20.2,321.0
BWI,DTW,BWIto(->)DTW,30,20.2,408.0
OAK,HOU,OAKto(->)HOU,21,20.19047619047619,1642.0
HNL,OGG,HNLto(->)OGG,19,20.157894736842106,100.0
DAL,STL,DALto(->)STL,76,20.157894736842106,546.0
SDF,STL,SDFto(->)STL,15,20.133333333333333,254.0
BOS,PHX,BOSto(->)PHX,18,20.11111111111111,2300.0
SAN,PHL,SANto(->)PHL,29,20.103448275862068,2369.0
DEN,CLT,DENto(->)CLT,51,20.058823529411764,1337.0
OKC,CVG,OKCto(->)CVG,17,20.058823529411764,756.0
MCO,MSY,MCOto(->)MSY,22,20.045454545454547,550.0
SLC,IAH,SLCto(->)IAH,63,20.0,1195.0
CLT,PHL,CLTto(->)PHL,85,19.929411764705883,448.0
IAD,CVG,IADto(->)CVG,12,19.916666666666668,388.0
CLT,SEA,CLTto(->)SEA,12,19.916666666666668,2279.0
SAN,BNA,SANto(->)BNA,24,19.875,1751.0
SEA,ABQ,SEAto(->)ABQ,17,19.823529411764707,1180.0
AUS,BNA,AUSto(->)BNA,13,19.76923076923077,756.0
MCO,STL,MCOto(->)STL,34,19.764705882352942,880.0
TUL,PHX,TULto(->)PHX,21,19.761904761904763,935.0
MCI,CMH,MCIto(->)CMH,12,19.75,633.0
ABQ,MCO,ABQto(->)MCO,12,19.75,1552.0
CVG,TYS,CVGto(->)TYS,23,19.73913043478261,226.0
AUS,PHX,AUSto(->)PHX,42,19.738095238095237,872.0
CLE,PVD,CLEto(->)PVD,11,19.727272727272727,540.0
CVG,ROC,CVGto(->)ROC,24,19.708333333333332,461.0
SAN,MDW,SANto(->)MDW,50,19.48,1728.0
PHX,PDX,PHXto(->)PDX,71,19.464788732394368,1009.0
MCO,MHT,MCOto(->)MHT,35,19.457142857142856,1142.0
BHM,SDF,BHMto(->)SDF,20,19.45,323.0
DCA,PHX,DCAto(->)PHX,19,19.42105263157895,1979.0
OMA,SAN,OMAto(->)SAN,10,19.4,1313.0
OKC,SAN,OKCto(->)SAN,11,19.363636363636363,1136.0
AMA,DEN,AMAto(->)DEN,14,19.357142857142858,358.0
ORF,MCO,ORFto(->)MCO,12,19.333333333333332,655.0
CLT,DFW,CLTto(->)DFW,53,19.28301886792453,936.0
PHL,MIA,PHLto(->)MIA,33,19.272727272727273,1013.0
LAX,BNA,LAXto(->)BNA,26,19.153846153846153,1797.0
LGA,GSP,LGAto(->)GSP,14,19.142857142857142,610.0
MCO,IND,MCOto(->)IND,21,19.095238095238095,828.0
PBI,BWI,PBIto(->)BWI,20,19.05,883.0
CLT,PHX,CLTto(->)PHX,82,19.036585365853657,1774.0
SAT,CVG,SATto(->)CVG,23,19.0,1024.0
MCO,RSW,MCOto(->)RSW,43,18.906976744186046,133.0
CLT,BNA,CLTto(->)BNA,58,18.879310344827587,329.0
MCI,LAX,MCIto(->)LAX,30,18.866666666666667,1363.0
HOU,BHM,HOUto(->)BHM,19,18.842105263157894,570.0
CMH,BNA,CMHto(->)BNA,17,18.823529411764707,338.0
TUS,SMF,TUSto(->)SMF,25,18.8,752.0
BNA,BWI,BNAto(->)BWI,56,18.714285714285715,588.0
IAH,DAY,IAHto(->)DAY,24,18.708333333333332,929.0
ITO,HNL,ITOto(->)HNL,13,18.692307692307693,216.0
ABQ,DAL,ABQto(->)DAL,77,18.662337662337663,580.0
DCA,PBI,DCAto(->)PBI,23,18.565217391304348,857.0
ISP,MDW,ISPto(->)MDW,36,18.555555555555557,765.0
PHL,SAN,PHLto(->)SAN,20,18.55,2369.0
TPA,ISP,TPAto(->)ISP,15,18.533333333333335,1034.0
JAN,MCO,JANto(->)MCO,12,18.5,587.0
CVG,SDF,CVGto(->)SDF,16,18.5,83.0
DCA,BDL,DCAto(->)BDL,20,18.45,313.0
BWI,PHX,BWIto(->)PHX,61,18.40983606557377,1999.0
JAX,MSY,JAXto(->)MSY,11,18.272727272727273,513.0
ABQ,SEA,ABQto(->)SEA,15,18.2,1180.0
IAD,SMF,IADto(->)SMF,12,18.166666666666668,2358.0
PHL,RDU,PHLto(->)RDU,77,18.142857142857142,336.0
CLT,PIT,CLTto(->)PIT,71,18.140845070422536,366.0
CLE,MCO,CLEto(->)MCO,15,18.133333333333333,895.0
HNL,LIH,HNLto(->)LIH,19,18.05263157894737,102.0
RSW,MCO,RSWto(->)MCO,21,18.0,133.0
LAS,RDU,LASto(->)RDU,31,17.967741935483872,2027.0
MCO,BUF,MCOto(->)BUF,25,17.96,1011.0
LAX,ELP,LAXto(->)ELP,45,17.955555555555556,714.0
BDL,MDW,BDLto(->)MDW,14,17.857142857142858,777.0
MCO,RDU,MCOto(->)RDU,23,17.782608695652176,534.0
MCO,HOU,MCOto(->)HOU,43,17.74418604651163,848.0
MDW,RNO,MDWto(->)RNO,14,17.714285714285715,1680.0
DTW,PHX,DTWto(->)PHX,28,17.714285714285715,1671.0
STT,CLT,STTto(->)CLT,10,17.7,1520.0
IND,MCI,INDto(->)MCI,11,17.636363636363637,451.0
PHX,BWI,PHXto(->)BWI,52,17.634615384615383,1999.0
BWI,PIT,BWIto(->)PIT,24,17.583333333333332,210.0
CLT,PVD,CLTto(->)PVD,42,17.571428571428573,683.0
IAD,PHX,IADto(->)PHX,21,17.571428571428573,1956.0
PBI,CLT,PBIto(->)CLT,43,17.558139534883722,590.0
PHL,BNA,PHLto(->)BNA,21,17.523809523809526,675.0
BWI,OKC,BWIto(->)OKC,12,17.5,1180.0
FLL,BWI,FLLto(->)BWI,40,17.5,925.0
IAH,SAV,IAHto(->)SAV,34,17.470588235294116,851.0
TPA,SDF,TPAto(->)SDF,14,17.428571428571427,727.0
FLL,BNA,FLLto(->)BNA,17,17.41176470588235,793.0
CMH,PHX,CMHto(->)PHX,13,17.384615384615383,1671.0
TPA,BNA,TPAto(->)BNA,41,17.317073170731707,612.0
TPA,BHM,TPAto(->)BHM,16,17.1875,460.0
TPA,SAT,TPAto(->)SAT,12,17.166666666666668,972.0
MCO,MCI,MCOto(->)MCI,26,17.03846153846154,1072.0
MHT,MCO,MHTto(->)MCO,39,17.025641025641026,1142.0
JAN,BWI,JANto(->)BWI,16,16.9375,888.0
PHL,MSY,PHLto(->)MSY,27,16.88888888888889,1088.0
DTW,MCO,DTWto(->)MCO,23,16.869565217391305,957.0
BHM,BWI,BHMto(->)BWI,13,16.846153846153847,682.0
SAN,MCI,SANto(->)MCI,19,16.789473684210527,1333.0
OAK,MCI,OAKto(->)MCI,23,16.782608695652176,1489.0
MHT,TPA,MHTto(->)TPA,14,16.714285714285715,1204.0
ISP,MCO,ISPto(->)MCO,44,16.681818181818183,972.0
LAS,LBB,LASto(->)LBB,15,16.666666666666668,775.0
PHX,JFK,PHXto(->)JFK,26,16.653846153846153,2153.0
BNA,FLL,BNAto(->)FLL,14,16.642857142857142,793.0
IAH,AVL,IAHto(->)AVL,10,16.6,834.0
ABQ,MDW,ABQto(->)MDW,10,16.6,1121.0
MCI,SAN,MCIto(->)SAN,18,16.555555555555557,1333.0
SAN,BWI,SANto(->)BWI,18,16.555555555555557,2295.0
HOU,ABQ,HOUto(->)ABQ,26,16.53846153846154,759.0
IAH,RIC,IAHto(->)RIC,15,16.533333333333335,1157.0
SLC,BNA,SLCto(->)BNA,12,16.416666666666668,1403.0
LIH,HNL,LIHto(->)HNL,19,16.36842105263158,102.0
PHL,PHX,PHLto(->)PHX,88,16.363636363636363,2075.0
SDF,MCO,SDFto(->)MCO,18,16.22222222222222,718.0
IAH,PBI,IAHto(->)PBI,12,16.166666666666668,956.0
LIT,STL,LITto(->)STL,14,16.142857142857142,296.0
PHX,ANC,PHXto(->)ANC,16,16.125,2551.0
JFK,PHL,JFKto(->)PHL,17,16.11764705882353,94.0
ABQ,LBB,ABQto(->)LBB,15,16.066666666666666,289.0
PHX,BOS,PHXto(->)BOS,31,16.06451612903226,2300.0
BNA,BHM,BNAto(->)BHM,20,16.05,177.0
HOU,LIT,HOUto(->)LIT,11,16.0,393.0
ISP,BWI,ISPto(->)BWI,50,15.96,220.0
PBI,ISP,PBIto(->)ISP,17,15.941176470588236,1052.0
TPA,PVD,TPAto(->)PVD,20,15.85,1137.0
PHX,TPA,PHXto(->)TPA,26,15.846153846153847,1788.0
AUS,CVG,AUSto(->)CVG,11,15.818181818181818,958.0
MCI,PIT,MCIto(->)PIT,20,15.7,773.0
SEA,MCI,SEAto(->)MCI,10,15.7,1489.0
IND,PHX,INDto(->)PHX,25,15.68,1489.0
DFW,CLT,DFWto(->)CLT,44,15.613636363636363,936.0
ORF,TPA,ORFto(->)TPA,12,15.416666666666666,717.0
PHX,SDF,PHXto(->)SDF,10,15.1,1506.0
CMH,PHL,CMHto(->)PHL,23,15.08695652173913,405.0
SAN,CLT,SANto(->)CLT,20,15.05,2077.0
IND,BWI,INDto(->)BWI,21,15.047619047619047,515.0
BWI,RSW,BWIto(->)RSW,25,14.76,919.0
KOA,PHX,KOAto(->)PHX,11,14.727272727272727,2860.0
LBB,ABQ,LBBto(->)ABQ,11,14.727272727272727,289.0
MCO,BHM,MCOto(->)BHM,26,14.653846153846153,478.0
MCO,ISP,MCOto(->)ISP,57,14.649122807017545,972.0
PHL,FLL,PHLto(->)FLL,87,14.620689655172415,992.0
PHL,TPA,PHLto(->)TPA,82,14.609756097560975,920.0
LAX,MCI,LAXto(->)MCI,48,14.583333333333334,1363.0
PHX,IND,PHXto(->)IND,50,14.48,1489.0
CLT,SYR,CLTto(->)SYR,26,14.461538461538462,603.0
AUS,LBB,AUSto(->)LBB,16,14.4375,341.0
TPA,RDU,TPAto(->)RDU,23,14.434782608695652,587.0
JFK,SYR,JFKto(->)SYR,10,14.4,209.0
SAT,BNA,SATto(->)BNA,16,14.375,822.0
BNA,CMH,BNAto(->)CMH,18,14.333333333333334,338.0
ONT,GEG,ONTto(->)GEG,17,14.176470588235293,936.0
LIT,MDW,LITto(->)MDW,10,14.1,544.0
PHX,OGG,PHXto(->)OGG,13,14.076923076923077,2845.0
ATL,MSP,ATLto(->)MSP,15,14.066666666666666,906.0
BWI,MCI,BWIto(->)MCI,21,14.0,967.0
MCI,ABQ,MCIto(->)ABQ,17,13.941176470588236,718.0
PHL,BWI,PHLto(->)BWI,13,13.923076923076923,90.0
CVG,BHM,CVGto(->)BHM,29,13.862068965517242,396.0
ALB,CLT,ALBto(->)CLT,11,13.727272727272727,646.0
LAX,STL,LAXto(->)STL,13,13.692307692307692,1593.0
TPA,MSY,TPAto(->)MSY,25,13.68,487.0
RNO,SEA,RNOto(->)SEA,18,13.555555555555555,564.0
TPA,BUF,TPAto(->)BUF,14,13.428571428571429,1054.0
BHM,DAL,BHMto(->)DAL,27,13.333333333333334,587.0
TPA,STL,TPAto(->)STL,17,13.235294117647058,869.0
MCO,DTW,MCOto(->)DTW,16,13.1875,957.0
JAX,HOU,JAXto(->)HOU,12,13.083333333333334,816.0
MCO,SDF,MCOto(->)SDF,19,13.052631578947368,718.0
ELP,ABQ,ELPto(->)ABQ,14,13.0,223.0
RSW,ISP,RSWto(->)ISP,15,13.0,1101.0
MCI,SEA,MCIto(->)SEA,14,12.857142857142858,1489.0
MCO,ABQ,MCOto(->)ABQ,18,12.722222222222221,1552.0
COS,MCI,COSto(->)MCI,13,12.615384615384615,538.0
MCO,PVD,MCOto(->)PVD,40,12.425,1073.0
PHX,MCO,PHXto(->)MCO,28,12.392857142857142,1848.0
PHX,CMH,PHXto(->)CMH,28,12.357142857142858,1671.0
BUF,MCO,BUFto(->)MCO,28,12.142857142857142,1011.0
HOU,FLL,HOUto(->)FLL,25,12.12,957.0
OAK,BNA,OAKto(->)BNA,15,11.933333333333334,1959.0
IAH,PIT,IAHto(->)PIT,14,11.785714285714286,1117.0
SAN,TUL,SANto(->)TUL,18,11.777777777777779,1236.0
OGG,LAX,OGGto(->)LAX,13,11.692307692307692,2486.0
BWI,BHM,BWIto(->)BHM,29,11.689655172413794,682.0
TPA,HOU,TPAto(->)HOU,37,11.675675675675675,781.0
TPA,PIT,TPAto(->)PIT,11,11.636363636363637,873.0
BWI,HOU,BWIto(->)HOU,38,11.631578947368421,1246.0
BWI,SAN,BWIto(->)SAN,27,11.518518518518519,2295.0
MSY,AUS,MSYto(->)AUS,12,11.5,445.0
ATL,PHX,ATLto(->)PHX,34,11.5,1587.0
PHX,IAD,PHXto(->)IAD,10,11.4,1956.0
MCI,SMF,MCIto(->)SMF,16,11.375,1442.0
SEA,RNO,SEAto(->)RNO,19,11.368421052631579,564.0
STL,TPA,STLto(->)TPA,12,11.333333333333334,869.0
CLT,ALB,CLTto(->)ALB,22,11.272727272727273,646.0
BWI,SAT,BWIto(->)SAT,20,11.2,1407.0
PHX,MSP,PHXto(->)MSP,29,11.03448275862069,1276.0
FLL,PVD,FLLto(->)PVD,10,11.0,1188.0
SMF,MDW,SMFto(->)MDW,17,10.882352941176471,1790.0
DFW,PHL,DFWto(->)PHL,24,10.791666666666666,1302.0
BWI,ABQ,BWIto(->)ABQ,15,10.6,1670.0
PWM,CVG,PWMto(->)CVG,10,10.6,810.0
RNO,MDW,RNOto(->)MDW,11,10.545454545454545,1680.0
MCO,CLE,MCOto(->)CLE,20,10.5,895.0
MCO,BDL,MCOto(->)BDL,19,10.263157894736842,1050.0
MSY,PHX,MSYto(->)PHX,14,9.571428571428571,1301.0
MSY,BHM,MSYto(->)BHM,24,9.416666666666666,321.0
FLL,DCA,FLLto(->)DCA,26,9.346153846153847,899.0
ALB,MCO,ALBto(->)MCO,17,9.294117647058824,1073.0
PHX,DFW,PHXto(->)DFW,32,9.28125,868.0
TPA,PHX,TPAto(->)PHX,33,9.212121212121213,1788.0
ISP,PBI,ISPto(->)PBI,25,9.2,1052.0
PHX,MKE,PHXto(->)MKE,11,9.181818181818182,1460.0
FLL,PHX,FLLto(->)PHX,19,9.052631578947368,1972.0
JFK,PHX,JFKto(->)PHX,26,9.038461538461538,2153.0
PHX,MDW,PHXto(->)MDW,76,8.881578947368421,1444.0
BOS,LAS,BOSto(->)LAS,24,8.833333333333334,2381.0
MDW,MSY,MDWto(->)MSY,12,8.833333333333334,825.0
LAX,CLT,LAXto(->)CLT,23,8.521739130434783,2125.0
SAT,TUS,SATto(->)TUS,11,8.363636363636363,762.0
CLT,MSP,CLTto(->)MSP,22,8.272727272727273,930.0
PHX,PHL,PHXto(->)PHL,92,8.184782608695652,2075.0
SAN,HOU,SANto(->)HOU,14,8.142857142857142,1312.0
DTW,STL,DTWto(->)STL,15,7.8,440.0
LAX,AUS,LAXto(->)AUS,10,7.7,1242.0
LAS,ATL,LASto(->)ATL,11,7.636363636363637,1747.0
PHX,DCA,PHXto(->)DCA,28,7.0,1979.0
DAL,BHM,DALto(->)BHM,20,6.65,587.0
